Flow Duration,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Fwd IAT Total,Fwd IAT Std,Fwd IAT Max,Max Packet Length,Packet Length Mean,Packet Length Std,Packet Length Variance,Average Packet Size,Avg Bwd Segment Size,Idle Mean,Idle Max,Idle Min,Destination Port,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Max,Fwd Packet Length Min
2.090981960296631,1452,40,155.32,276.3849312174628,0.02112102990198617,0.06648257712555473,0.35514402389526367,1.0964229106903076,0.06783905953572708,0.2927999496459961,1452,621.4141414141415,649.8470308245235,422301.16347144917,621.4141414141415,155.32,50,80,10,51188,49,50,53754,7766,1452,40
